SH, 08, 1955011000,   , BEST,   0, 116S, 1422E,-999
SH, 08, 1955011006,   , BEST,   0, 114S, 1422E,-999
SH, 08, 1955011012,   , BEST,   0, 113S, 1422E,-999
SH, 08, 1955011018,   , BEST,   0, 111S, 1422E,-999
