SH, 18, 1955022412,   , BEST,   0, 139S, 1752E,-999
SH, 18, 1955022418,   , BEST,   0, 140S, 1755E,-999
SH, 18, 1955022500,   , BEST,   0, 142S, 1758E,-999
SH, 18, 1955022506,   , BEST,   0, 143S, 1761E,-999
SH, 18, 1955022512,   , BEST,   0, 145S, 1764E,-999
SH, 18, 1955022518,   , BEST,   0, 148S, 1767E,-999
SH, 18, 1955022600,   , BEST,   0, 151S, 1769E,-999
SH, 18, 1955022606,   , BEST,   0, 154S, 1770E,-999
SH, 18, 1955022612,   , BEST,   0, 156S, 1769E,-999
SH, 18, 1955022618,   , BEST,   0, 158S, 1768E,-999
SH, 18, 1955022700,   , BEST,   0, 160S, 1767E,-999
SH, 18, 1955022706,   , BEST,   0, 162S, 1764E,-999
SH, 18, 1955022712,   , BEST,   0, 165S, 1760E,-999
SH, 18, 1955022718,   , BEST,   0, 167S, 1756E,-999
SH, 18, 1955022800,   , BEST,   0, 170S, 1750E,-999
SH, 18, 1955022806,   , BEST,   0, 171S, 1743E,-999
SH, 18, 1955022812,   , BEST,   0, 172S, 1735E,-999
SH, 18, 1955022818,   , BEST,   0, 172S, 1727E,-999
SH, 18, 1955030100,   , BEST,   0, 172S, 1718E,-999
SH, 18, 1955030106,   , BEST,   0, 175S, 1710E,-999
SH, 18, 1955030112,   , BEST,   0, 179S, 1703E,-999
SH, 18, 1955030118,   , BEST,   0, 183S, 1697E,-999
SH, 18, 1955030200,   , BEST,   0, 188S, 1693E,-999
SH, 18, 1955030206,   , BEST,   0, 192S, 1689E,-999
SH, 18, 1955030212,   , BEST,   0, 197S, 1686E,-999
SH, 18, 1955030218,   , BEST,   0, 201S, 1684E,-999
SH, 18, 1955030300,   , BEST,   0, 203S, 1680E,-999
SH, 18, 1955030306,   , BEST,   0, 203S, 1668E,-999
SH, 18, 1955030312,   , BEST,   0, 203S, 1654E,-999
SH, 18, 1955030318,   , BEST,   0, 202S, 1642E,-999
SH, 18, 1955030400,   , BEST,   0, 202S, 1630E,-999
SH, 18, 1955030406,   , BEST,   0, 206S, 1620E,-999
SH, 18, 1955030412,   , BEST,   0, 212S, 1612E,-999
SH, 18, 1955030418,   , BEST,   0, 218S, 1608E,-999
SH, 18, 1955030500,   , BEST,   0, 224S, 1600E,-999
SH, 18, 1955030506,   , BEST,   0, 229S, 1581E,-999
SH, 18, 1955030512,   , BEST,   0, 232S, 1560E,-999
SH, 18, 1955030518,   , BEST,   0, 225S, 1536E,-999
SH, 18, 1955030600,   , BEST,   0, 216S, 1517E,-999
SH, 18, 1955030606,   , BEST,   0, 215S, 1509E,-999
SH, 18, 1955030612,   , BEST,   0, 215S, 1502E,-999
SH, 18, 1955030618,   , BEST,   0, 216S, 1494E,-999
SH, 18, 1955030700,   , BEST,   0, 217S, 1486E,-999
SH, 18, 1955030706,   , BEST,   0, 218S, 1484E,-999
SH, 18, 1955030712,   , BEST,   0, 220S, 1483E,-999
SH, 18, 1955030718,   , BEST,   0, 221S, 1480E,-999
SH, 18, 1955030800,   , BEST,   0, 222S, 1476E,-999
SH, 18, 1955030806,   , BEST,   0, 226S, 1470E,-999
SH, 18, 1955030812,   , BEST,   0, 230S, 1464E,-999
SH, 18, 1955030818,   , BEST,   0, 234S, 1460E,-999
SH, 18, 1955030900,   , BEST,   0, 237S, 1456E,-999
